user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_00.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_01.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_02.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_03.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_04.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_05.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_06.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_07.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_08.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_09.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_10.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_11.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_12.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_13.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_14.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_15.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_16.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_17.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_18.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_19.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_20.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_21.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_22.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_23.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_24.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_25.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_26.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_27.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_28.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_29.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_30.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_31.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_32.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_33.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_34.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_35.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_36.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_37.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_38.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_39.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_40.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_41.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_42.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_43.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_44.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_45.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_46.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_47.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_48.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_49.png,Happiness
user_01,GOPR0762,rgb_frames/user_01/GOPR0762/frame_50.png,Happiness
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_00.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_01.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_02.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_03.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_04.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_05.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_06.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_07.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_08.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_09.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_10.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_11.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_12.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_13.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_14.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_15.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_16.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_17.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_18.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_19.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_20.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_21.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_22.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_23.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_24.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_25.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_26.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_27.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_28.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_29.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_30.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_31.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_32.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_33.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_34.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_35.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_36.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_37.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_38.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_39.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_40.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_41.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_42.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_43.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_44.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_45.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_46.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_47.png,Fear
user_01,GOPR0763,rgb_frames/user_01/GOPR0763/frame_48.png,Fear
